-0.19328	-0.22491	-0.20933	-0.25511	-0.49422	0.60413	-0.19665	0.0	-0.1929	-0.2526	-0.24556	-0.24556	0.73493	0.70955	0.72774	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	-0.2755	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	-0.16405	-0.13851	-0.07819	0.0	-0.31293	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	-0.21691	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	-0.10561	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	6.24258	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	-0.28994	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	-0.24386	0.0	-0.0958	-0.10023	-0.18927	-0.11786	-0.55961	-0.37584	0.81826	-0.20259	-0.29238	-0.26389	0.03603	-0.1104	-0.32473	-0.35711	-0.34235	-0.39185	-0.21769	-0.51415	1.21857	-0.73018	0.91046
-0.43591	-0.46593	-0.45237	-0.4906	-0.49422	0.60413	-0.19665	0.0	-0.1929	-0.2526	-0.24556	-0.24556	0.73493	0.70955	0.72774	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	-0.2755	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	-0.16405	-0.13851	-0.07819	0.0	-0.31293	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	-0.21691	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	-0.10561	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	6.24258	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	-0.28994	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	-0.24386	0.0	-0.0958	-0.10023	-0.18927	-0.11786	-0.55961	-0.37584	0.81826	-0.20259	-0.29238	-0.26389	-0.27866	-0.1104	1.19946	1.15712	1.18384	1.01577	-0.21769	-0.51415	-0.84413	1.4011	-0.49223
0.03473	0.0016	0.01906	-0.03381	-0.49422	0.60413	-0.19665	0.0	-0.1929	-0.2526	-0.24556	-0.24556	0.73493	0.70955	0.72774	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	-0.2755	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	-0.16405	-0.13851	-0.07819	0.0	-0.31293	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	-0.21691	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	-0.10561	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	-0.16185	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	3.4782	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	-0.24386	0.0	-0.0958	-0.10023	-0.18927	-0.11786	1.81822	-0.37584	-1.24245	-0.20259	1.03746	-0.26389	-0.44432	-0.1104	-0.25306	-0.2859	-0.27058	-0.32566	-0.21769	-0.51415	1.21857	-0.73018	1.36273
-0.37932	-0.18043	-0.28009	0.07108	-0.49422	-0.55689	-0.19665	0.0	3.21984	-0.2526	-0.24556	-0.24556	-1.98421	-2.05053	-2.03479	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	-0.2755	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	-0.16405	-0.13851	-0.07819	0.0	3.22294	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	-0.21691	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	-0.10561	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	-0.16185	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	-0.28994	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	-0.24386	0.0	-0.0958	-0.10023	-0.18927	-0.11786	-0.55961	2.6908	-1.24245	-0.20259	-0.29238	2.48653	-0.44432	-0.1104	2.21825	2.16925	2.20397	1.95664	-0.21769	-0.51415	-0.84413	1.4011	0.1108
-0.00406	-0.03694	-0.01979	-0.07146	2.03953	-1.71792	-0.19665	0.0	-0.1929	-0.2526	-0.24556	-0.24556	0.05515	0.01953	0.03711	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	-0.2755	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	-0.16405	-0.13851	-0.07819	0.0	-0.31293	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	-0.21691	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	9.57507	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	-0.16185	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	-0.28994	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	-0.24386	0.0	-0.0958	-0.10023	-0.18927	-0.11786	1.81822	-0.37584	-1.24245	-0.20259	0.99058	-0.26389	-0.44432	-0.1104	-0.27587	-0.30856	-0.29342	-0.34672	-0.21769	-0.51415	1.21857	-0.73018	1.91988
-0.42125	-0.45138	-0.43769	-0.47637	-0.49422	0.60413	-0.19665	0.0	-0.1929	-0.2526	-0.24556	-0.24556	0.73493	0.70955	0.72774	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	-0.2755	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	-0.16405	-0.13851	-0.07819	0.0	-0.31293	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	4.67843	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	-0.10561	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	-0.16185	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	-0.28994	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	-0.24386	0.0	-0.0958	-0.10023	-0.18927	-0.11786	-0.55961	-0.37584	0.81826	-0.20259	-0.29238	-0.26389	-0.22621	-0.1104	-0.22977	-0.26277	-0.24727	-0.30415	-0.21769	-0.51415	1.21857	-0.73018	1.00878
-0.46625	-0.49608	-0.48277	-0.52005	-0.49422	0.60413	-0.19665	0.0	-0.1929	-0.2526	-0.24556	-0.24556	0.05515	0.01953	0.03711	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	-0.2755	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	6.15351	-0.13851	-0.07819	0.0	-0.31293	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	-0.21691	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	-0.10561	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	-0.16185	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	-0.28994	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	-0.24386	0.0	-0.0958	-0.10023	-0.18927	-0.11786	-0.55961	-0.37584	0.81826	-0.20259	-0.29238	-0.26389	-0.26992	-0.1104	-0.39067	-0.42262	-0.40837	-0.45275	-0.21769	-0.51415	1.21857	-0.73018	-0.11862
-0.53117	-0.56057	-0.5478	-0.58306	-0.49422	0.60413	-0.19665	0.0	-0.1929	-0.2526	-0.24556	-0.24556	-1.30442	-1.36051	-1.34416	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	-0.2755	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	6.15351	-0.13851	-0.07819	0.0	-0.31293	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	-0.21691	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	-0.10561	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	-0.16185	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	-0.28994	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	-0.24386	0.0	-0.0958	-0.10023	-0.18927	-0.11786	-0.55961	-0.37584	0.81826	-0.20259	-0.29238	-0.26389	-0.33723	-0.1104	-0.51508	-0.54621	-0.53295	-0.56764	-0.21769	-0.51415	1.21857	-0.73018	-0.00063
-0.36731	-0.29728	-0.33299	-0.03143	-0.49422	0.60413	-0.19665	0.0	-0.1929	-0.2526	-0.24556	-0.24556	0.73493	0.70955	0.72774	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	-0.2755	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	-0.16405	-0.13851	-0.07819	0.0	-0.31293	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	-0.21691	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	-0.10561	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	-0.16185	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	-0.28994	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	4.12685	0.0	-0.0958	-0.10023	-0.18927	-0.11786	-0.55961	-0.37584	0.81826	-0.20259	-0.29238	-0.26389	0.32494	-0.1104	-0.68019	-0.71024	-0.69827	-0.72012	-0.21769	2.00545	-0.84413	-0.73018	-1.44921
-0.17632	-0.20806	-0.19235	-0.23865	-0.49422	0.60413	-0.19665	0.0	-0.1929	-0.2526	-0.24556	-0.24556	0.73493	0.70955	0.72774	-0.0676	-0.07812	-0.0704	0.0	-0.09275	-0.10285	3.65773	-0.18464	-0.11284	0.0	-0.08094	0.0	0.0	0.0	0.0	-0.13559	-0.16405	-0.13851	-0.07819	0.0	-0.31293	-0.0676	0.0	0.0	-0.08539	-0.0159	-0.26233	0.0	-0.21691	0.0	0.0	-0.07805	0.0	0.0	-0.07227	0.0	-0.10561	-0.07477	0.0	-0.1502	-0.10313	-0.0159	-0.30331	-0.163	-0.13445	-0.07477	0.0	-0.03232	-0.10849	-0.11173	-0.07895	-0.07954	-0.0159	-0.16185	-0.0825	0.0	-0.12513	-0.17897	0.0	0.0	-0.28994	-0.20677	0.0	0.0	-0.1258	0.0	-0.14422	-0.24386	0.0	-0.0958	-0.10023	-0.18927	-0.11786	1.81822	-0.37584	-1.24245	-0.20259	0.57797	-0.26389	-0.44432	-0.1104	-0.32251	-0.3549	-0.34012	-0.38979	-0.21769	-0.51415	1.21857	-0.73018	1.55937
